trial,fast_type,fast_len,slow_type,slow_len,gate,exit,nR,mR,pfR,tR,nH,mH,pfH,tH
1018,dema,47,linreg,177,state,state,43.0,0.008565232490134349,1.1574992741526855,0.37792526956099654,47.0,0.00817485414386069,1.1823976572512205,0.4304592027486792
1019,hull,9,wma,158,4.0,cross,24.0,0.022627917883910373,1.673112252215926,0.8782430705940365,29.0,0.019739925352737796,1.443018322637032,0.7878517280292839
1020,ema,15,dema,345,14.5,off,20.0,0.012133747414768095,1.3280928546467896,0.4191859817141799,22.0,-0.009953692634227906,0.8106064454057541,-0.34219025373205497
1021,tema,8,tema,204,19.0,state,47.0,0.036029959513862696,2.659732690314941,2.1945858781881,51.0,-0.006443717338347725,0.8654886417553027,-0.38624500106141846
1022,sma,5,tema,133,state,state,54.0,0.024565395614342043,1.8403578489809622,1.54281728602344,52.0,0.008959736823787775,1.2047549279820255,0.5092654305590528
1023,ema,37,linreg,191,state,cross,40.0,0.019056989682037846,1.4347262006679322,0.8572233102510737,48.0,0.01555946604757325,1.3910295007471696,0.8320999398994962
1024,dema,8,tema,162,state,off,53.0,0.01988514756535674,1.4727062042886045,1.0320023002615353,50.0,0.015349295806650993,1.3469279832056884,0.7822105680397955
1025,sma,4,tema,171,state,state,57.0,0.03780492433254899,2.6170245901518276,2.4679154977440803,51.0,-0.0008213851834323555,0.9833092095357631,-0.04589584065224798
1026,linreg,21,hull,600,state,cross,44.0,-0.0059638659072059315,0.9053727289249212,-0.2671077864832043,48.0,-0.013817386097610684,0.7553422060278644,-0.7317270443572162
1027,sma,4,hull,212,state,state,57.0,0.023095433626734108,1.7372147606040083,1.4594713793456362,51.0,0.00486618718426487,1.1011399528154857,0.2667802354625893
1028,sma,3,tema,149,state,state,60.0,0.04493659443957154,3.3255126027200634,3.10692421963795,53.0,0.007698742410496215,1.17738127307176,0.45467208793397756
1029,dema,29,sma,179,8.0,state,9.0,-0.018998007312180282,0.6974796848573335,-0.38958277166462985,14.0,-0.03020015070575316,0.5695650394141948,-0.8208327233121802
1030,sma,2,tema,202,state,state,61.0,0.044541460138470504,3.359790568657862,3.1353456023690915,54.0,-0.004955730445966007,0.9019643294163627,-0.2965264700985946
1031,hull,47,hull,189,2.0,cross,9.0,0.0455277472573168,2.1867008498822074,0.9063225150221754,7.0,0.017376566533507987,1.279611001194584,0.26803410627242197
1032,sma,5,tema,161,state,state,55.0,0.02870524090608524,2.0398950879635525,1.810042311942281,51.0,-0.00015530469937437654,0.9968253480253942,-0.008688225350686961
1033,dema,2,tema,218,state,off,53.0,0.008663835531175071,1.1744415195090392,0.43664255281866704,51.0,0.006814969114206886,1.1321171571180029,0.3388323702770505
1034,dema,3,tema,167,state,state,63.0,0.0366729442360443,2.6974577648596423,2.6062580757956355,54.0,0.001137807438834287,1.0254052375364437,0.07169998192325189
1035,sma,3,tema,199,state,state,59.0,0.046708734144923596,3.46095733697101,3.1880167692695602,53.0,-0.005654787409355353,0.8984791489747596,-0.3111949104813241
1036,ema,43,dema,182,state,off,43.0,0.013613609542481371,1.252312353690383,0.5805394465575705,44.0,-0.008016796631679209,0.853279961472211,-0.38546434057484585
1037,ema,57,sma,183,13.0,state,8.0,-0.013626352170884988,0.7831408622144765,-0.25213789331319186,7.0,0.05150903704570785,2.869715603459032,0.9667429118153558
1038,sma,2,tema,169,state,state,60.0,0.04411173826276502,3.1895208771503385,3.0117845934848155,53.0,0.006635031829490247,1.151704700652857,0.39892016450419293
1039,wma,4,tema,208,7.0,state,34.0,0.033949201765478776,2.952715643677649,1.9372946102873387,32.0,-0.015837650715107447,0.7230583761232396,-0.721257665007244
1040,linreg,46,sma,196,5.5,cross,5.0,-0.10045983344942952,0.002750888910295442,-2.2691522498666035,10.0,-0.057951889452870095,0.24621311097626025,-1.5600343828669818
1041,hull,27,linreg,176,state,cross,45.0,0.013677109912929364,1.2970409444579336,0.666261900766666,48.0,0.00018705686655840357,1.0039075825393717,0.010153174389191893
1042,wma,2,dema,164,state,state,59.0,0.028111447914310788,2.014243786549789,1.865432061383128,58.0,-0.010341493968334737,0.7892744965063309,-0.6855669080660245
1043,tema,8,tema,143,11.0,off,39.0,0.0035881901553486105,1.070577625867146,0.15707393527817157,38.0,-0.014558395077981998,0.7525978323549868,-0.6482295641788924
1044,sma,4,tema,154,state,state,55.0,0.03603454276685147,2.518073139106882,2.3044453771737206,52.0,0.002554654466234865,1.0551128029943047,0.14624876558650096
1045,linreg,28,tema,188,10.5,cross,29.0,0.01266224664057708,1.3163571600740087,0.5241042805146502,28.0,0.003150482279567577,1.0804183541653911,0.13960466820616815
1046,sma,9,dema,197,state,state,47.0,0.009332710374638705,1.1783267096512535,0.44156326567232196,51.0,-0.009572169591115478,0.8084092589884578,-0.5503247084734982
1047,sma,3,tema,228,state,state,58.0,0.0360357311055277,2.462559312012834,2.361902591727445,55.0,-0.004373493663359081,0.9159732628942564,-0.2516325213773807
1048,hull,5,tema,175,4.5,state,41.0,0.04273639004216111,4.036179054373947,2.745934665872069,29.0,0.011915069415673935,1.3562052496894228,0.5982588078549055
1049,dema,4,dema,204,16.5,state,51.0,0.03833771005128906,2.7109470577987063,2.437827154018397,45.0,-0.0013476880553063679,0.9713490717390681,-0.0760062905628383
1050,linreg,39,tema,187,17.0,state,34.0,0.044675839813986325,2.547773463236133,2.0098331887960876,32.0,0.005572379298606094,1.1194347413970944,0.23469168075079433
1051,ema,6,sma,159,3.0,state,19.0,0.013017465811596695,1.3434194905880794,0.4520325040555682,17.0,-0.013489353899608272,0.802399927014198,-0.3731978372764615
1052,sma,2,tema,215,state,state,58.0,0.0379360504869329,2.484739933966185,2.4334190109368232,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1053,wma,19,wma,175,state,state,45.0,-0.01971310288006727,0.705730126806763,-0.9213755578213088,49.0,-0.04240440796804746,0.3863294975467724,-2.4349742143247837
1054,ema,3,sma,137,state,state,56.0,-0.013423183258361488,0.7553223700116325,-0.7874134785841334,56.0,-0.030989453804157734,0.5420377892616581,-1.8232275047925375
1055,dema,48,linreg,192,15.5,off,16.0,0.03542761301866602,1.721340854708307,0.8751139927330758,25.0,0.006424811713763992,1.1398041373620957,0.23253401796216974
1056,tema,4,linreg,167,state,state,62.0,0.02392139393048966,1.8294476144386795,1.6630978057853762,54.0,-0.0006738091755201269,0.9859137196824194,-0.040770347042598666
1057,sma,17,dema,181,state,cross,44.0,-0.0010220122258240503,0.9824409968153105,-0.04618687644765123,49.0,-0.00433003923947525,0.9063033934157959,-0.24736044322603057
1058,sma,6,dema,209,state,state,52.0,0.00936656290967549,1.20115357181177,0.49672424750576344,54.0,0.0037313827213865986,1.0835027897356857,0.2191663755866734
1059,hull,49,wma,193,8.0,state,10.0,-0.013134074267967671,0.7476535069881658,-0.31042761225026105,12.0,-0.0035839244063137223,0.9286542680222218,-0.08942834504656942
1060,hull,3,tema,149,13.5,state,56.0,0.015498368821064099,1.6497860877814512,1.2266164135047644,50.0,-0.012544136343816155,0.6969647002876425,-0.9123716329941736
1061,sma,3,ema,171,state,state,53.0,-0.01863074783982006,0.6836247021660689,-1.0527546321887917,54.0,-0.034523161559300096,0.5003265727661836,-1.981765574899058
1062,sma,7,tema,158,state,state,53.0,0.018843423855061735,1.5852647393351795,1.1487149154977994,50.0,-0.0019514652163067202,0.9621322219425756,-0.10463866263475873
1063,wma,29,sma,185,state,off,43.0,-0.02781811569770764,0.6177270494206035,-1.2182010594720218,41.0,-0.04580539506959845,0.44094791695123736,-2.0587841472393467
1064,wma,9,ema,198,state,state,47.0,-0.023922546414542552,0.6325050810211437,-1.1987908697276257,51.0,-0.042721286251367,0.43529350867255023,-2.3182122227397333
1065,sma,4,tema,217,state,state,53.0,0.018440302311876038,1.560899087830036,1.1311879235200182,53.0,-0.01119303134165876,0.7909542051174964,-0.6491282261790251
1066,tema,2,tema,172,state,state,64.0,0.029203247160453253,2.169497495226544,2.120442097705636,55.0,-0.006637647188024897,0.8627890397634148,-0.4273320134804759
1067,sma,3,tema,202,state,state,58.0,0.041038764102862425,2.820044934250763,2.7071856120777555,54.0,-0.006306587033505029,0.8862156197140033,-0.35340715894962227
1068,tema,4,sma,156,6.0,cross,32.0,0.02944451318028739,1.9693760255769666,1.3790327930495825,30.0,0.004394467871620021,1.0854906447553347,0.18178041190263824
1069,tema,14,sma,183,state,cross,51.0,-0.01717965292508196,0.7080400305339571,-0.9305675909986938,52.0,-0.03263924005418169,0.5229393609378248,-1.8380705288290564
1070,sma,2,tema,51,state,state,52.0,0.0184536223314711,1.6193745715076877,1.212484537719704,47.0,0.0024579444601472945,1.0510475114711306,0.13887740724956832
1071,tema,50,dema,190,0.5,state,5.0,0.07785916015370373,inf,1.6634511677417427,7.0,-0.009832614271490158,0.8904176730957281,-0.13689167079832573
1072,sma,6,tema,168,state,state,54.0,0.029041223203166235,1.9054510822499888,1.6962183303166398,51.0,-0.0004213736783116186,0.9913673930500745,-0.023459286558643672
1073,tema,12,linreg,178,20.0,state,48.0,0.03206351695035282,2.310306141169826,1.9636222026579806,43.0,0.00045076558196248796,1.0102679701319226,0.024661305485914525
1074,wma,57,hull,191,8.5,state,18.0,0.014403084326806462,1.5000888637875445,0.5199048996339153,14.0,-0.009778770888261719,0.7367916807278424,-0.3449194026895621
1075,wma,55,ema,181,19.0,state,12.0,0.03495664401330325,2.1602035353856133,0.9210814202981519,15.0,-0.013264655042750519,0.7883390766538221,-0.3584948645968304
1076,sma,5,tema,237,state,state,51.0,0.00750778384750632,1.164048856929039,0.39608632646003256,53.0,-0.007535725630707692,0.8593564255187677,-0.4241754571387656
1077,tema,28,wma,196,state,state,48.0,-0.024874078044866146,0.6183178418539402,-1.2672694953187236,52.0,-0.039869839588326905,0.4188343340855253,-2.3330221875912027
1078,linreg,58,wma,181,11.5,state,15.0,-0.015783355961652094,0.7213385882618634,-0.4451051536545214,17.0,-0.05454970637938913,0.2894034215277574,-1.8999598334756587
1079,sma,3,tema,133,state,state,60.0,0.02757437738449487,2.0201664304160922,1.8780568242409912,53.0,0.013034000302479283,1.3410902866079182,0.8047206002454604
1080,sma,37,tema,171,state,off,33.0,0.0153137965745931,1.2778307972924599,0.5582768960820924,40.0,0.007116766075969528,1.1461361804773655,0.3189164127360791
1081,sma,9,hull,211,9.5,cross,32.0,0.004256283216962377,1.0975902822387154,0.18599600543196929,20.0,-0.046910969893686795,0.3749076996743652,-1.6363793194441754
1082,hull,15,sma,202,1.0,state,8.0,0.07331980546753748,inf,2.0892873865779213,10.0,0.09644561338420257,7.502835447415222,2.50058406234075
1083,hull,21,ema,542,6.5,off,6.0,-0.034574430119805086,0.4824583176198457,-0.5735614179229891,11.0,-0.05420380476210911,0.4835128914896431,-1.050806265691395
1084,sma,2,tema,223,state,state,59.0,0.037987888062701564,2.5498772320083005,2.4988398590115093,54.0,-0.006362059279247236,0.8756633664545957,-0.37979732938682864
1085,sma,4,tema,156,state,state,56.0,0.03541523580295365,2.5191097649050085,2.3045266396886763,52.0,-0.0009377300001032678,0.9810476706868321,-0.05302329818611113
1086,sma,2,linreg,150,state,state,59.0,0.035019368071647176,2.2955221697840877,2.2482634912153348,55.0,0.003367667615647933,1.072791738217151,0.20283368097220178
1087,hull,3,tema,165,state,state,64.0,0.020893227652962018,1.7681833441153816,1.565485305583705,56.0,-0.011350723093064072,0.77536490579707,-0.7481370866319894
1088,tema,6,tema,205,state,cross,60.0,0.03474490160562789,2.4901075939932964,2.3711987174920344,54.0,-0.002578477369855953,0.9464746639871335,-0.1574651197633794
1089,sma,2,tema,163,state,state,61.0,0.045174655119286915,3.502186202403402,3.214985142183924,53.0,0.006639620228861594,1.1505848977710982,0.3980003324424698
1090,dema,30,wma,190,state,state,46.0,-0.03194465292973285,0.5675540086985646,-1.5382891972697272,47.0,-0.0488478724962694,0.36295687491459444,-2.6292676821275927
1091,ema,11,linreg,250,state,cross,53.0,0.010527849930029986,1.2579146858780281,0.5967038773271596,50.0,-0.005827048188515106,0.8848447048038611,-0.3164462389793328
1092,sma,24,sma,178,7.5,state,5.0,0.0670776953949666,6.845034496506157,1.2583992624240061,5.0,-0.0076933676830828425,0.8301505038784508,-0.1347291056728478
1093,hull,8,wma,197,18.0,state,41.0,0.02715453183726881,1.9265691607597915,1.4633194418727984,37.0,-0.019060826133123075,0.7083951702348524,-0.8618220310028415
1094,hull,4,linreg,142,state,off,54.0,0.0156114922206576,1.2996883507784038,0.7544281875084539,50.0,0.0005933185745539653,1.0107196258055795,0.02888472010765996
1095,sma,2,tema,216,state,state,58.0,0.0379360504869329,2.484739933966185,2.4334190109368232,54.0,-0.004810457661418065,0.9044968878711619,-0.28813873070467316
1096,linreg,3,wma,173,state,state,62.0,0.010656214094367886,1.2715920288935443,0.6966270436394029,61.0,-0.014798230279893876,0.728724332644071,-0.9695855829931114
1097,sma,5,tema,161,state,cross,55.0,0.02870524090608524,2.0398950879635525,1.810042311942281,51.0,-0.00015530469937437654,0.9968253480253942,-0.008688225350686961
1098,sma,7,dema,209,state,cross,49.0,0.004162634376912692,1.0815370258188624,0.2091481506044393,52.0,-0.003680681926723382,0.9213529629640085,-0.21443736386902104
1099,dema,8,sma,187,14.0,off,30.0,0.026790782632522037,1.8418614718435387,1.1245714678457799,23.0,-0.011907030054785765,0.8034910666242595,-0.3945206453258545
1100,sma,42,ema,182,10.5,off,6.0,-0.03602950011420278,0.4767335590423755,-0.5821492857492926,8.0,-0.025846952301047495,0.6415522810542593,-0.4655896314428674
1101,sma,3,tema,148,2.5,state,28.0,0.048144714474563886,4.484571694331343,2.3707415470605953,19.0,0.0304375450655887,1.8126663766884565,1.0331423493245626
1102,linreg,2,dema,227,state,off,54.0,0.00118911557761504,1.0212533396056955,0.05899508371163686,54.0,-0.011267091567507258,0.8112008928464148,-0.5832011185147765
1103,dema,47,sma,193,state,cross,41.0,-0.026854292343951022,0.6128657158072648,-1.200339901670258,43.0,-0.042985157335996255,0.44509814451731833,-2.061416784051882
1104,sma,6,ema,125,state,cross,50.0,-0.023248834154501366,0.6250586190854841,-1.2424822041779886,53.0,-0.0344424504552937,0.5050179619619933,-1.9357551381171128
1105,sma,4,tema,204,state,state,54.0,0.022634521545387344,1.7237701671780994,1.393481312765021,52.0,-0.01087389024969394,0.8020815793669833,-0.6167575103088121
1106,dema,42,linreg,177,16.0,off,27.0,0.023813193520400663,1.5826143522215628,0.8693880650558585,29.0,0.0029893421333283877,1.061759151937564,0.11651164328241867
1107,sma,2,hull,163,state,cross,60.0,0.012406843477179182,1.3459903363527947,0.8268274203848864,56.0,-0.006076441415238655,0.8708946005358282,-0.3928357672694719
1108,linreg,6,tema,197,17.5,cross,49.0,0.029266210230328726,2.3148633690609226,1.8704898206997886,46.0,-0.023928199234946552,0.5845204033636925,-1.3780997454693502
1109,hull,8,linreg,170,5.0,state,33.0,0.022837347673807643,1.9554782486384512,1.2135697866032045,22.0,-0.013440459473963983,0.7595677057654981,-0.515566270570995
1110,dema,13,hull,185,state,state,57.0,0.014415886893888985,1.3627420007463031,0.8575685303169276,54.0,-0.0017472873998204256,0.9662574833768824,-0.0989502111332647
1111,linreg,7,sma,211,state,state,53.0,-0.01792066806445811,0.6922448725489443,-0.9946592760733852,52.0,-0.030229592087518187,0.542654193574071,-1.7094372189359623
1112,sma,2,tema,149,state,cross,61.0,0.03549348243964317,2.6711519719091816,2.5501062170196493,54.0,0.009076472898562261,1.2201890619473956,0.5621981117508912
1113,sma,3,tema,168,state,state,59.0,0.045165112071863134,3.235135514441797,3.01635109841493,53.0,0.004395196903565892,1.0942566534705174,0.2531089851057478
1114,sma,14,wma,411,state,off,44.0,-0.03570781921551855,0.5516366423182604,-1.5539102587905362,43.0,-0.04835245028835576,0.4444391333587649,-2.16080234935041
1115,sma,5,dema,196,12.0,state,37.0,0.051970429618785084,3.4580846037697706,2.6252839349840795,39.0,0.014401252159792306,1.332603752327437,0.6913059949831152
1116,dema,36,tema,182,state,cross,50.0,0.014717942111951276,1.3714877488751622,0.8028147830235867,48.0,-0.0024338106621924678,0.9503365724190598,-0.12988020359024677
1117,tema,4,linreg,160,state,off,54.0,0.008447276513702666,1.161483538373464,0.41984210349710516,51.0,0.006849016314325007,1.13286409831122,0.3406391620999051
1118,sma,3,tema,221,state,cross,58.0,0.04062690426947209,2.7694587207526484,2.663315080503776,54.0,-0.004621495720336087,0.9128228587352539,-0.2610487569529469
1119,sma,29,sma,189,state,state,40.0,-0.022349677372132885,0.6834460512720604,-0.9387469312725124,43.0,-0.048170432667743596,0.3859595605825108,-2.4100769599131264
1120,wma,11,ema,174,9.0,cross,16.0,0.0026823485025130205,1.0773745496261413,0.09129666448680249,19.0,-0.024208087360392892,0.6693607884126763,-0.7271180025095216
1121,tema,13,linreg,177,state,off,52.0,-0.0022108103057792952,0.9592383511422409,-0.11114044968202758,49.0,0.010811513800542712,1.2340734583173116,0.5473339949377853
1122,wma,37,linreg,192,14.5,cross,16.0,0.036261266132923985,1.9986677671625288,1.0402952391727056,22.0,0.005908194355824515,1.1321699788032362,0.20678855870519322
1123,sma,5,tema,205,state,state,53.0,0.012962802430949735,1.3379793671729587,0.7521616464945426,53.0,-0.007224738091671884,0.8656304084191484,-0.4065053922003039
1124,sma,2,tema,147,state,state,61.0,0.031525286865801576,2.434530966856838,2.298646311374672,54.0,0.009609843439824553,1.2361843062335776,0.5967125873754355
1125,hull,17,linreg,197,state,state,50.0,0.011085130720553624,1.2823204098413987,0.6290479616519069,50.0,-0.004443657958007282,0.9181123002478916,-0.23509749170723432
